OrderID,OrderDate,Region,CustomerSegment,ProductCategory,UnitCost,UnitPrice,UnitsSold,MarketingSpend,Profit
713,2023-09-10,North,Corporate,Food,62.62,86.53,35,342.69,494.16
714,2024-01-25,South,Corporate,Electronics,71.94,88.66,4,145.55,-78.67
715,2024-08-16,East,Home Office,Furniture,45.76,70.43,5,104.9,18.45
716,2023-09-13,South,Corporate,Furniture,53.19,64.73,1,365.62,-354.08
717,2024-12-09,North,Small Business,Food,71.74,132.86,4,101.05,143.43
718,2024-03-25,South,Consumer,Electronics,11.56,16.57,12,498.61,-438.49
719,2023-01-10,East,Home Office,Furniture,39.08,56.17,27,132.55,328.88
720,2023-08-30,North,Consumer,Furniture,97.58,148.97,42,317.36,1841.02
721,2023-09-08,East,Small Business,Furniture,62.21,93.3,23,235.12,479.95
722,2023-01-05,North,Home Office,Electronics,32.88,65.61,25,106.87,711.38
723,2023-04-29,North,Home Office,Food,56.96,90.61,21,62.53,644.12
724,2024-01-09,West,Corporate,Food,40.84,48.17,24,330.23,-154.31
725,2023-03-06,West,Consumer,Food,57.9,95.31,25,413.04,522.21
726,2023-05-26,West,Small Business,Clothing,21.32,26.36,45,428.91,-202.11
727,2023-08-12,North,Small Business,Clothing,21.94,24.74,46,267.22,-138.42
728,2023-08-27,South,Home Office,Clothing,22.92,45.24,32,399.85,314.39
729,2023-06-26,East,Corporate,Electronics,94.58,169.88,32,352.78,2056.82
730,2023-10-09,East,Home Office,Furniture,75.96,150.56,5,375.91,-2.91
731,2023-03-04,East,Home Office,Furniture,24.61,37.66,36,271.67,198.13
732,2023-08-05,West,Home Office,Electronics,26.95,42.55,46,335.04,382.56
733,2024-11-19,North,Home Office,Electronics,75.77,94.83,42,412.49,388.03
734,2024-04-05,West,Small Business,Food,24.05,31.8,49,229.05,150.7
735,2024-09-01,South,Small Business,Food,31.11,57.7,42,412.69,704.09
736,2023-04-15,North,Home Office,Clothing,96.7,137.37,39,316.41,1269.72
737,2023-04-09,East,Home Office,Clothing,32.98,60.82,16,124.66,320.78
738,2024-05-25,West,Corporate,Electronics,69.55,120.89,33,61.11,1633.11
739,2024-01-20,West,Home Office,Clothing,98.08,123.53,49,213.24,1033.81
740,2024-02-09,South,Small Business,Furniture,43.69,68.01,21,296.01,214.71
741,2024-06-01,South,Consumer,Electronics,11.58,19.8,9,427.92,-353.94
742,2024-04-20,West,Small Business,Electronics,31.97,41.93,6,107.37,-47.61
743,2024-12-09,South,Corporate,Furniture,84.78,156.64,45,410.09,2823.61
744,2024-10-06,East,Small Business,Food,87.81,139.65,35,438.35,1376.05
745,2024-03-12,South,Consumer,Food,79.17,98.86,39,117.81,650.1
746,2023-01-23,South,Home Office,Furniture,20.18,32.79,22,433.22,-155.8
747,2024-07-18,West,Consumer,Furniture,81.6,163.18,41,496.15,2848.63
748,2024-11-07,West,Home Office,Clothing,92.68,114.5,5,377.08,-267.98
749,2024-12-14,North,Home Office,Electronics,64.05,117.54,42,403.15,1843.43
750,2024-04-02,North,Small Business,Clothing,94.68,121.81,23,497.49,126.5
751,2023-03-24,West,Small Business,Furniture,84.42,152.31,17,322.47,831.66
752,2023-05-25,South,Small Business,Clothing,70.03,123.33,12,188.55,451.05
753,2023-03-26,South,Corporate,Furniture,61.95,84.9,23,426.89,100.96
754,2023-03-19,North,Small Business,Clothing,41.37,57.64,16,326.52,-66.2
755,2024-04-01,North,Corporate,Clothing,24.34,44.13,3,311.54,-252.17
756,2023-01-01,North,Small Business,Food,64.45,97.66,30,164.14,832.16
757,2023-02-20,East,Home Office,Furniture,38.63,67.9,22,390.35,253.59
758,2024-11-15,East,Corporate,Clothing,87.98,108.5,9,86.75,97.93
759,2024-12-17,North,Consumer,Electronics,99.4,185.61,29,465.93,2034.16
760,2024-03-21,South,Corporate,Clothing,77.72,135.22,47,196.62,2505.88
761,2024-03-24,North,Corporate,Clothing,18.14,34.76,37,107.5,507.44
762,2024-05-02,East,Consumer,Electronics,35.98,43.86,23,249.06,-67.82
763,2023-02-03,South,Corporate,Furniture,19.82,32.38,13,69.11,94.17
764,2023-12-14,East,Home Office,Food,68.55,112.37,32,358.08,1044.16
765,2023-04-05,South,Small Business,Food,78.87,111.85,46,456.22,1060.86
766,2023-03-13,East,Consumer,Food,93.31,141.14,47,426.77,1821.24
767,2024-07-04,South,Small Business,Electronics,49.44,56.07,48,107.32,210.92
768,2023-06-03,South,Home Office,Clothing,91.12,161.4,23,106.82,1509.62
769,2023-09-07,South,Consumer,Furniture,89.01,141.92,45,416.05,1964.9
770,2024-11-04,South,Small Business,Clothing,38.55,44.41,17,465.91,-366.29
771,2024-03-13,West,Small Business,Food,88.2,151.06,40,257.3,2257.1
772,2023-04-28,East,Home Office,Clothing,43.81,66.6,21,274.54,204.05
773,2023-11-02,East,Small Business,Electronics,36.72,41.53,2,193.22,-183.6
774,2023-09-25,West,Home Office,Electronics,68.42,134.97,37,452.42,2009.93
775,2023-02-23,South,Corporate,Furniture,39.55,77.29,6,340.21,-113.77
776,2023-08-24,South,Home Office,Furniture,66.72,104.19,44,179.71,1468.97
777,2024-01-24,East,Corporate,Food,64.88,76.84,18,184.45,30.83
778,2024-02-05,West,Consumer,Furniture,60.71,108.01,30,451.04,967.96
779,2024-09-15,South,Small Business,Clothing,44.24,68.25,22,56.14,472.08
780,2023-10-30,South,Home Office,Electronics,59.36,81.45,33,195.23,533.74
781,2023-07-26,South,Home Office,Electronics,63.68,98.21,30,299.46,736.44
782,2023-08-17,North,Small Business,Electronics,59.11,92.81,17,116.7,456.2
783,2024-07-31,West,Small Business,Furniture,50.0,80.32,43,91.44,1212.32
784,2023-03-16,South,Consumer,Electronics,11.32,16.95,32,416.87,-236.71
785,2024-03-10,North,Consumer,Electronics,62.84,103.38,42,452.48,1250.2
786,2023-04-13,West,Home Office,Electronics,25.16,48.48,14,420.62,-94.14
787,2024-02-26,South,Consumer,Food,67.83,96.73,10,454.45,-165.45
788,2024-12-04,East,Corporate,Food,78.34,137.34,47,298.9,2474.1
789,2023-11-02,North,Consumer,Furniture,55.04,104.85,36,415.52,1377.64
790,2023-04-08,North,Consumer,Electronics,58.81,88.83,34,222.82,797.86
791,2023-12-01,South,Home Office,Furniture,95.63,143.36,9,349.82,79.75
792,2024-03-10,South,Corporate,Electronics,86.25,141.61,42,494.98,1830.14
793,2024-03-22,North,Consumer,Electronics,92.28,150.63,28,151.58,1482.22
794,2023-11-04,East,Corporate,Electronics,83.24,151.99,11,225.45,530.8
795,2023-09-06,East,Corporate,Furniture,19.8,30.27,14,266.02,-119.44
796,2023-06-15,West,Corporate,Furniture,23.41,46.74,39,112.11,797.76
797,2024-04-25,South,Small Business,Electronics,57.4,66.21,47,86.47,327.6
798,2023-12-01,East,Small Business,Clothing,32.15,35.46,19,423.38,-360.49
799,2024-06-25,West,Small Business,Furniture,52.9,88.67,15,489.56,46.99
800,2023-04-16,East,Small Business,Food,45.49,62.26,28,232.13,237.43
801,2024-07-16,South,Home Office,Furniture,59.45,78.26,24,89.44,362.0
802,2023-03-22,West,Consumer,Electronics,77.22,106.62,8,79.62,155.58
803,2023-05-13,West,Small Business,Clothing,74.39,98.97,43,451.09,605.85
804,2023-05-18,West,Home Office,Electronics,56.91,64.18,9,258.72,-193.29
805,2023-07-03,East,Consumer,Food,84.02,165.89,47,194.01,3653.88
806,2024-02-05,South,Small Business,Furniture,48.78,63.35,33,264.41,216.4
807,2023-11-26,West,Consumer,Furniture,90.7,159.69,33,193.24,2083.43
808,2024-05-22,North,Small Business,Electronics,16.42,29.33,19,270.07,-24.78
809,2023-03-10,South,Home Office,Electronics,95.92,185.73,3,436.8,-167.37
810,2024-06-29,North,Corporate,Food,68.92,77.71,10,316.54,-228.64
811,2023-02-22,North,Corporate,Clothing,44.21,83.33,40,362.59,1202.21
812,2024-03-25,West,Consumer,Food,27.74,43.68,47,214.1,535.08
813,2023-07-24,West,Home Office,Clothing,53.13,88.69,42,382.33,1111.19
814,2023-05-06,East,Corporate,Furniture,27.51,46.22,1,349.98,-331.27
815,2023-02-12,East,Small Business,Clothing,24.97,45.89,29,103.8,502.88
816,2023-04-21,East,Corporate,Clothing,65.56,91.79,34,307.69,584.13
817,2024-10-24,South,Consumer,Furniture,57.08,100.45,13,165.53,398.28
818,2023-07-02,East,Consumer,Furniture,70.31,110.79,1,411.84,-371.36
819,2023-04-05,North,Home Office,Furniture,93.66,169.9,34,241.67,2350.49
820,2024-01-09,East,Consumer,Food,57.9,115.31,29,497.61,1167.28
821,2024-06-03,West,Corporate,Furniture,62.28,79.75,48,91.63,746.93
822,2023-12-26,East,Corporate,Electronics,18.07,36.05,47,401.16,443.9
823,2024-11-26,South,Corporate,Furniture,74.59,88.08,13,353.17,-177.8
824,2023-10-08,South,Corporate,Furniture,45.99,50.68,48,395.37,-170.25
825,2023-07-14,North,Home Office,Furniture,97.91,111.59,49,188.39,481.93
826,2023-07-14,South,Small Business,Clothing,84.09,118.37,29,271.42,722.7
827,2024-10-28,East,Small Business,Food,57.02,95.2,39,408.43,1080.59
828,2023-04-03,West,Home Office,Furniture,21.09,24.51,24,154.64,-72.56
829,2024-11-02,South,Consumer,Food,87.35,96.53,26,151.71,86.97
830,2023-03-02,North,Small Business,Electronics,81.98,159.32,17,297.97,1016.81
831,2024-09-25,East,Consumer,Electronics,26.61,48.96,7,285.6,-129.15
832,2023-02-20,North,Small Business,Furniture,36.58,66.88,13,177.02,216.88
833,2024-02-07,South,Consumer,Electronics,81.41,154.35,5,184.13,180.57
834,2023-01-05,South,Home Office,Food,26.67,46.14,26,175.03,331.19
835,2024-04-10,North,Corporate,Clothing,92.6,110.56,49,397.18,482.86
836,2024-08-26,East,Consumer,Furniture,48.21,70.35,3,343.36,-276.94
837,2024-11-12,South,Corporate,Electronics,17.83,31.22,7,424.59,-330.86
838,2024-06-17,West,Consumer,Food,83.42,112.81,49,488.96,951.15
839,2024-02-09,South,Consumer,Food,43.62,74.97,39,263.37,959.28
840,2024-05-27,East,Consumer,Electronics,57.38,64.38,1,80.01,-73.01
841,2024-10-06,South,Consumer,Food,20.11,27.66,49,71.64,298.31
842,2023-08-21,North,Consumer,Food,10.23,16.31,17,183.05,-79.69
843,2024-06-07,South,Corporate,Furniture,67.42,112.52,43,469.65,1469.65
844,2023-12-12,South,Consumer,Food,56.37,91.28,25,285.45,587.3
845,2023-02-15,East,Corporate,Electronics,63.42,109.59,3,172.3,-33.79
846,2024-06-29,North,Home Office,Furniture,81.44,90.03,15,229.63,-100.78
847,2023-03-19,East,Small Business,Electronics,68.19,81.2,29,319.37,57.92
848,2024-12-30,South,Consumer,Clothing,25.73,48.43,43,343.83,632.27
849,2023-03-14,West,Small Business,Electronics,42.47,72.78,32,119.26,850.66
850,2023-09-06,South,Corporate,Electronics,91.53,109.99,26,489.66,-9.7
851,2023-02-16,East,Home Office,Furniture,79.3,147.33,16,295.15,793.33
852,2023-05-01,West,Home Office,Food,60.1,79.21,25,111.06,366.69
853,2023-08-02,East,Home Office,Electronics,33.01,50.52,28,452.14,38.14
854,2023-08-27,East,Small Business,Furniture,37.19,45.77,9,83.59,-6.37
855,2023-02-25,North,Corporate,Clothing,75.88,131.96,1,458.48,-402.4
856,2023-12-16,West,Consumer,Furniture,86.61,147.25,29,498.45,1260.11
857,2023-04-17,South,Consumer,Furniture,70.43,90.85,22,365.19,84.05
858,2023-02-17,East,Corporate,Food,82.86,155.53,16,396.7,766.02
859,2024-07-26,South,Small Business,Electronics,79.0,115.43,41,201.79,1291.84
860,2023-12-03,North,Consumer,Clothing,23.47,32.0,44,473.71,-98.39
861,2023-01-26,North,Corporate,Furniture,48.16,59.58,41,288.37,179.85
862,2023-09-14,West,Consumer,Electronics,23.77,31.84,7,379.57,-323.08
863,2023-01-08,North,Home Office,Electronics,31.17,34.9,14,465.85,-413.63
864,2024-09-16,North,Consumer,Furniture,88.23,143.37,29,488.83,1110.23
865,2023-09-10,South,Small Business,Electronics,52.56,97.66,19,424.94,431.96
866,2024-11-22,North,Corporate,Furniture,58.18,92.74,19,186.36,470.28
867,2024-12-19,North,Small Business,Furniture,26.06,33.81,2,484.95,-469.45
868,2023-10-30,East,Corporate,Furniture,38.1,43.06,41,332.65,-129.29
869,2024-09-30,North,Home Office,Clothing,30.72,39.73,45,468.79,-63.34
870,2023-02-25,East,Corporate,Furniture,28.56,42.11,15,354.25,-151.0
871,2024-12-26,North,Consumer,Food,67.42,120.25,3,188.26,-29.77
872,2024-06-09,North,Consumer,Electronics,33.12,42.03,11,216.51,-118.5
873,2024-04-18,West,Home Office,Clothing,66.88,116.89,46,297.71,2002.75
874,2023-01-28,West,Corporate,Electronics,15.26,28.69,30,405.51,-2.61
875,2023-03-19,East,Home Office,Clothing,22.76,34.33,40,193.09,269.71
876,2023-08-04,North,Consumer,Food,34.71,63.84,18,310.88,213.46
877,2024-01-21,South,Small Business,Clothing,63.73,101.92,48,205.53,1627.59
878,2023-12-31,West,Home Office,Clothing,70.83,118.53,2,417.1,-321.7
879,2024-10-27,South,Small Business,Clothing,49.84,78.43,32,260.03,654.85
880,2024-06-09,West,Small Business,Electronics,50.12,76.02,8,84.53,122.67
881,2024-11-29,West,Corporate,Furniture,75.21,98.61,22,124.72,390.08
882,2023-11-08,North,Home Office,Electronics,11.42,15.68,6,77.5,-51.94
883,2023-01-07,West,Small Business,Furniture,40.7,55.39,12,274.69,-98.41
884,2023-01-03,South,Small Business,Electronics,83.68,134.47,47,97.85,2289.28
885,2024-09-14,West,Corporate,Food,64.29,77.66,40,101.36,433.44
886,2023-12-29,East,Corporate,Food,40.35,77.68,36,473.47,870.41
887,2024-05-22,North,Consumer,Clothing,91.5,160.0,15,442.69,584.81
888,2023-10-01,North,Small Business,Food,79.54,116.23,28,253.44,773.88
889,2024-05-20,East,Consumer,Clothing,33.84,42.06,49,493.61,-90.83
890,2023-01-15,East,Small Business,Furniture,68.08,128.93,45,50.08,2688.17
891,2023-07-11,East,Consumer,Food,63.62,117.15,18,326.29,637.25
892,2024-09-22,West,Corporate,Furniture,46.11,80.67,2,327.39,-258.27
893,2024-04-29,North,Home Office,Electronics,43.03,57.85,13,255.85,-63.19
894,2023-01-28,East,Corporate,Furniture,40.92,59.83,45,228.63,622.32
895,2024-12-14,West,Consumer,Electronics,65.54,78.15,15,254.92,-65.77
896,2023-02-08,East,Consumer,Furniture,49.82,63.28,20,236.73,32.47
897,2023-09-30,South,Home Office,Furniture,84.87,153.17,29,378.72,1601.98
898,2023-08-19,South,Small Business,Food,70.26,122.5,42,110.91,2083.17
899,2023-03-27,North,Consumer,Furniture,16.29,26.62,29,138.94,160.63
900,2024-04-18,West,Consumer,Food,67.62,128.89,3,131.23,52.58
901,2023-05-06,South,Consumer,Food,34.4,55.9,19,168.11,240.39
902,2024-06-20,South,Home Office,Clothing,63.35,96.31,3,286.37,-187.49
903,2023-05-25,West,Corporate,Clothing,71.21,100.15,14,100.04,305.12
904,2024-06-08,East,Consumer,Electronics,30.77,59.89,40,440.68,724.12
905,2023-07-31,West,Home Office,Furniture,51.12,60.04,4,183.81,-148.13
906,2023-01-25,East,Consumer,Electronics,27.13,52.57,11,123.14,156.7
907,2024-08-02,South,Small Business,Furniture,14.71,27.13,31,354.03,30.99
908,2024-01-29,South,Home Office,Clothing,44.06,53.62,43,67.14,343.94
909,2023-03-08,South,Consumer,Clothing,42.66,68.62,32,328.99,501.73
910,2023-08-21,North,Home Office,Furniture,99.59,187.22,27,364.19,2001.82
911,2023-04-19,North,Consumer,Furniture,50.17,81.01,30,146.71,778.49
912,2023-05-26,North,Corporate,Clothing,40.02,76.7,43,68.88,1508.36
913,2023-04-21,West,Consumer,Clothing,62.24,121.29,2,213.64,-95.54
914,2023-08-16,South,Home Office,Electronics,17.99,26.63,49,94.37,328.99
915,2023-04-21,South,Small Business,Clothing,96.55,138.99,9,102.42,279.54
916,2024-04-14,West,Small Business,Furniture,67.15,130.45,28,164.42,1607.98
917,2023-02-03,North,Small Business,Electronics,77.94,133.09,31,182.96,1526.69
918,2024-09-14,West,Consumer,Furniture,25.34,30.52,34,288.49,-112.37
919,2024-01-04,North,Corporate,Food,46.85,53.32,15,355.28,-258.23
920,2024-08-17,South,Consumer,Electronics,48.04,77.26,48,316.75,1085.81
921,2024-07-07,East,Small Business,Furniture,83.96,162.64,25,116.76,1850.24
922,2024-02-29,North,Home Office,Clothing,10.11,18.8,36,127.44,185.4
923,2024-09-04,South,Small Business,Food,37.08,63.34,8,445.45,-235.37
924,2024-06-01,South,Home Office,Furniture,98.31,120.45,9,301.26,-102.0
925,2024-11-22,East,Corporate,Electronics,52.74,70.08,37,441.47,200.11
926,2023-10-09,South,Home Office,Furniture,44.43,83.88,48,217.2,1676.4
927,2023-11-16,South,Consumer,Food,20.78,26.28,45,326.48,-78.98
928,2024-03-18,North,Consumer,Electronics,97.67,131.91,39,285.65,1049.71
929,2023-11-11,North,Consumer,Food,11.8,14.36,32,193.61,-111.69
930,2024-01-12,East,Home Office,Furniture,76.35,130.44,17,261.46,658.07
931,2023-10-16,East,Consumer,Clothing,79.17,154.35,35,276.12,2355.18
932,2024-03-12,South,Consumer,Clothing,31.93,42.85,37,140.35,263.69
933,2024-10-23,North,Consumer,Furniture,70.44,107.62,19,191.75,514.67
934,2023-10-04,East,Corporate,Furniture,18.36,30.68,44,406.13,135.95
935,2024-12-10,East,Home Office,Furniture,33.13,66.24,29,462.1,498.09
936,2024-08-04,West,Home Office,Electronics,80.91,96.63,7,211.91,-101.87
937,2024-05-17,East,Small Business,Food,87.82,136.01,28,188.14,1161.18
938,2024-09-15,South,Home Office,Food,64.76,93.68,9,137.84,122.44
939,2024-05-30,North,Corporate,Food,55.62,104.52,28,355.32,1013.88
940,2023-12-16,East,Home Office,Furniture,24.34,37.2,6,195.39,-118.23
941,2024-03-21,West,Corporate,Food,15.68,18.81,29,494.49,-403.72
942,2023-12-16,North,Corporate,Furniture,20.59,34.41,17,196.56,38.38
943,2024-08-29,East,Home Office,Electronics,30.46,54.64,16,227.36,159.52
944,2024-10-25,West,Small Business,Clothing,40.75,44.93,23,321.5,-225.36
945,2023-05-17,East,Consumer,Furniture,44.28,82.94,31,410.76,787.7
946,2023-08-31,North,Consumer,Furniture,41.17,52.18,3,261.28,-228.25
947,2024-06-26,North,Home Office,Clothing,31.51,50.32,21,240.2,154.81
948,2023-02-09,North,Home Office,Clothing,55.88,82.38,26,498.04,190.96
949,2023-08-17,South,Corporate,Electronics,84.28,147.3,36,54.72,2214.0
950,2024-07-01,East,Home Office,Food,35.17,50.44,42,452.78,188.56
951,2023-08-11,South,Corporate,Furniture,94.81,178.51,37,117.11,2979.79
952,2023-01-06,North,Small Business,Food,88.6,155.71,22,403.67,1072.75
953,2023-11-18,West,Home Office,Furniture,24.56,41.33,42,328.07,376.27
954,2024-04-12,East,Consumer,Electronics,80.76,146.71,12,203.83,587.57
955,2023-03-16,South,Consumer,Clothing,61.71,109.76,42,443.24,1574.86
956,2023-01-04,East,Home Office,Electronics,60.99,69.06,13,55.81,49.1
957,2024-10-07,West,Corporate,Clothing,45.19,65.76,11,152.01,74.26
958,2023-04-28,South,Consumer,Food,55.1,106.77,16,305.1,521.62
959,2024-08-28,North,Corporate,Food,45.75,55.5,8,208.19,-130.19
960,2024-05-18,South,Home Office,Electronics,58.58,103.3,40,324.67,1464.13
961,2024-07-27,East,Home Office,Clothing,66.52,131.52,40,60.85,2539.15
962,2024-03-16,East,Consumer,Electronics,70.69,81.08,45,102.41,365.14
963,2023-07-13,East,Home Office,Clothing,57.92,99.27,2,107.19,-24.49
964,2024-12-15,East,Small Business,Clothing,74.93,113.99,30,135.18,1036.62
965,2024-01-27,North,Small Business,Food,22.72,36.83,30,256.7,166.6
966,2023-01-26,South,Consumer,Food,29.08,34.22,12,388.46,-326.78
967,2024-03-10,North,Small Business,Clothing,83.69,95.3,10,457.49,-341.39
968,2023-06-22,North,Corporate,Clothing,39.03,66.36,44,425.92,776.6
969,2023-10-27,North,Consumer,Clothing,12.06,22.2,11,138.6,-27.06
970,2024-10-06,East,Consumer,Food,23.84,43.0,15,248.52,38.88
971,2023-11-22,East,Corporate,Food,30.13,47.89,16,139.74,144.42
972,2024-02-14,East,Small Business,Furniture,96.16,114.42,17,169.01,141.41
973,2023-04-28,South,Small Business,Clothing,61.57,105.85,26,276.6,874.68
974,2024-12-24,West,Small Business,Furniture,93.95,123.8,2,80.65,-20.95
975,2023-08-13,East,Consumer,Clothing,61.76,118.58,12,148.18,533.66
976,2024-06-15,South,Consumer,Food,53.14,98.54,26,470.92,709.48
977,2023-04-23,East,Small Business,Furniture,38.24,66.48,23,259.75,389.77
978,2023-05-20,East,Home Office,Furniture,64.57,126.17,18,250.42,858.38
979,2024-07-12,North,Small Business,Electronics,22.53,25.42,32,56.56,35.92
980,2023-01-01,North,Corporate,Clothing,90.84,160.11,49,161.33,3232.9
981,2023-03-31,North,Consumer,Food,84.64,118.26,38,439.83,837.73
982,2024-10-15,South,Corporate,Electronics,38.58,73.9,47,124.08,1535.96
983,2023-11-16,West,Corporate,Electronics,95.75,128.31,3,236.81,-139.13
984,2024-07-03,West,Consumer,Clothing,84.27,147.67,38,56.45,2352.75
985,2023-05-19,South,Home Office,Electronics,69.97,132.24,3,265.25,-78.44
986,2024-05-25,East,Small Business,Clothing,20.96,23.84,30,59.46,26.94
987,2023-09-16,South,Corporate,Electronics,53.04,77.33,1,418.82,-394.53
988,2024-11-03,East,Consumer,Clothing,55.55,99.22,30,421.18,888.92
989,2024-11-20,South,Corporate,Food,30.93,46.69,45,404.48,304.72
990,2023-01-10,South,Small Business,Clothing,17.2,23.06,32,177.51,10.01
991,2023-09-18,South,Home Office,Clothing,79.91,103.71,28,426.76,239.64
992,2024-10-11,West,Home Office,Furniture,20.98,25.56,21,294.35,-198.17
993,2023-06-21,North,Home Office,Food,63.49,118.82,46,218.21,2326.97
994,2023-01-13,South,Consumer,Food,94.28,152.53,13,331.4,425.85
995,2023-06-17,West,Consumer,Food,88.85,103.84,27,55.55,349.18
996,2024-10-03,North,Home Office,Electronics,35.0,50.55,36,114.33,445.47
997,2024-08-18,North,Small Business,Furniture,86.63,123.96,7,384.03,-122.72
998,2023-11-17,South,Small Business,Food,10.03,12.67,22,159.87,-101.79
999,2023-11-15,East,Consumer,Electronics,11.59,17.29,10,319.1,-262.1
1000,2024-09-04,East,Home Office,Electronics,64.23,89.85,39,223.3,775.88
